id,name,mass_g,fall,year,latitude,longitude
5295,castrovillari,15000,fell,1583,39.8,16.2
16745,morito,10100000,found,1600,27.05,-105.43333
12069,jalandhar,1967,fell,1621,31,75
23732,stretchleigh,10400,fell,1623,50.38333,-3.95
11855,hatford,29000,fell,1628,51.65,-1.51667
16692,minamino,1040,fell,1632,35.07833,136.93333
16805,mount_vaisi,17000,fell,1637,44.08333,6.86667
18033,ortenau,4500,fell,1671,48.5,8
23457,schellin,7000,fell,1715,53.35,15.05
23615,siratik,1700,found,1716,14,-11
23722,steinbach,98000,found,1724,50.5,12.5
22396,rasgrad,24700,fell,1740,43.5,26.53333
17994,ogi,14360,fell,1741,33.28333,130.2
12356,krasnojarsk,700000,found,1749,54.9,91.8
11916,hraschina,49000,fell,1751,46.1,16.33333
14757,luponnas,14000,fell,1753,46.21667,5
23776,tabor,7540,fell,1753,49.4,14.65
453,albareto,2000,fell,1766,44.65,11.01667
14724,lucé,3500,fell,1768,47.85,0.48333
15446,mauerkirchen,19000,fell,1768,48.18333,13.13333
23495,sena,4000,fell,1773,41.71667,-0.05
22642,rodach,2900,fell,1775,50.35,10.8
24018,toluca,3000000,found,1776,19.56667,-99.56667
14695,longchang,158500,found,1781,29.3,105.3
5015,bendegó,5360000,found,1784,-10.11667,-39.2
7775,eichstädt,3000,fell,1785,48.9,11.21667
12291,kharkov,1500,fell,1787,50.625,35.075
4942,barbotan,6400,fell,1790,43.95,-0.05
30381,zacatecas_(1792),1000000,found,1792,22.81667,-102.56667
5261,cape_of_good_hope,136000,found,1793,-33.5,26
23586,siena,3700,fell,1794,43.11667,11.6
24325,wold_cottage,25000,fell,1795,54.13667,-0.41333
5063,bjelaja_zerkov,1850,fell,1796,49.78333,30.16667
18876,portugal,4500,fell,1796,38.5,-8
18884,prambanan,500000,found,1797,-7.56667,110.83333
5011,benares_(a),3700,fell,1798,25.36667,82.91667
23111,salles,9000,fell,1798,46.05,4.63333
2320,apt,3200,fell,1803,43.86667,5.38333
12434,l'aigle,37000,fell,1803,48.76667,0.63333
15443,mässing,1600,fell,1803,48.13333,12.61667
5326,charcas,1400000,found,1804,23.08333,-101.01667
7751,durango,164000,found,1804,0,0
11884,high_possil,4500,fell,1804,55.9,-4.23333
16705,misteca,10000,found,1804,16.8,-97.1
5062,bitburg,1500000,found,1805,49.96667,6.53333
7718,doroninsk,3891,fell,1805,51.2,112.3
448,alais,6000,fell,1806,44.11667,4.08333
24004,timochin,65500,fell,1807,54.5,35.2
24249,weston,150000,fell,1807,41.266667,-73.266667
5110,borgo_san_donino,1676,fell,1808,44.86667,10.05
14661,lissa,12800,fell,1808,50.2,14.85
22548,red_river,800000,found,1808,32,-95
23713,stannern,52000,fell,1808,49.28333,15.56667
5130,brahin,823000,found,1810,52.5,30.33333
5296,caswell_county,1360,fell,1810,36.5,-79.25
5329,charsonville,27000,fell,1810,47.93333,1.56667
16737,mooresfort,3520,fell,1810,52.45,-8.33333
23167,santa_rosa,825000,found,1810,5.91667,-73
5029,berlanguillas,1440,fell,1811,41.68333,-3.8
12370,kuleschovka,6000,fell,1811,50.75,33.5
5325,chantonnay,31500,fell,1812,46.68333,1.05
10049,erxleben,2250,fell,1812,52.21667,11.25
24036,toulouse,1030,fell,1812,43.6,1.4
14652,limerick,50000,fell,1813,52.56667,-8.78333
392,agen,30000,fell,1814,44.21667,0.61667
4917,bachmut,18000,fell,1814,48.6,38
12763,lenarto,108500,found,1814,49,21
5331,chassigny,4000,fell,1815,47.71667,5.36667
7750,durala,13200,fell,1815,30.3,76.63333
5203,cambria,16300,found,1818,43.2,-78.8
5262,cape_york,58200000,found,1818,76.13333,-64.93333
23501,seres,8500,fell,1818,41.05,23.56667
23645,slobodka,2750,fell,1818,55,35
30379,zaborzika,3867,fell,1818,50.28333,27.68333
5172,burlington,68000,found,1819,42.75,-75.18333
12202,jonzac,5000,fell,1819,45.43333,-0.45
18853,pohlitz,3000,fell,1819,50.93333,12.13333
14670,lixna,5213,fell,1820,56,26.43333
12214,juvinas,91000,fell,1821,44.71667,4.3
10839,futtehpur,4000,fell,1822,25.95,80.81667
11444,guilford_county,1100,found,1822,35.56667,-79.83333
12025,imilac,920000,found,1822,-24.20333,-68.80667
16984,nobleborough,2300,fell,1823,44.08333,-69.48333
24037,tounkin,2000,fell,1824,51.73333,102.53333
30397,zebrak,2000,fell,1824,49.88333,13.91667
11904,honolulu,2420,fell,1825,21.3,-157.86667
16904,nanjemoy,7500,fell,1825,38.41667,-77.16667
30349,yanhuitlan,421000,found,1825,17.53333,-97.35
18176,pavlograd,40000,fell,1826,48.53333,35.98333
5042,bialystok,4000,fell,1827,53.1,23.2
7728,drake_creek,5000,fell,1827,36.4,-86.5
12393,la_caille,626000,found,1828,43.73333,6.78333
22603,richmond,1800,fell,1828,37.46667,-77.5
5099,bohumilitz,59000,found,1829,49.05,13.76667
10164,forsyth,16300,fell,1829,33.01667,-83.96667
12355,krasnoi-ugol,2440,fell,1829,54.03333,40.9
12740,launton,1060,fell,1830,51.9,-1.11667
24191,vouillé,20000,fell,1831,46.63333,0.16667
24244,wessely,3750,fell,1831,48.95,17.38333
24204,walker_county,74800,found,1832,34,-87.16667
5330,charwallas,12000,fell,1834,29.48333,75.5
14651,lime_creek,20000,found,1834,31.55,-87.51667
18002,okniny,12000,fell,1834,50.83333,25.5
5328,charlotte,4300,fell,1835,36.16667,-87.33333
10912,gibeon,26000000,found,1836,-25.5,18
15370,macau,1500,fell,1836,-5.2,-36.66667
24257,wichita_county,145000,found,1836,34.06667,-98.91667
5387,coahuila,2100000,found,1837,28.7,-102.73333
5450,cosby's_creek,960000,found,1837,35.78333,-83.25
10051,esnandes,1500,fell,1837,46.25,-1.1
11207,gross-divina,10500,fell,1837,49.26667,18.71667
30366,yonozu,31650,fell,1837,37.75,139
427,akbarpur,1800,fell,1838,29.71667,77.95
5320,chandakapur,8800,fell,1838,20.26667,76.01667
5397,cold_bokkeveld,5200,fell,1838,-33.13333,19.38333
23602,simbirsk_(of_p._partsch),1500,found,1838,54.3,48.4
18906,putnam_county,32700,found,1839,33.25,-83.25
23650,smithland,5000,found,1839,37.13333,-88.4
5282,carthage,127000,found,1840,36.26667,-85.98333
5308,cereseto,6460,fell,1840,45.08333,8.3
12256,karakol,3000,fell,1840,47.21667,81.01667
15388,magura,150000,found,1840,49.33333,19.48333
23654,smithville,70500,found,1840,35.98333,-85.85
5332,château-renard,30000,fell,1841,47.93333,2.91667
18803,petropavlovsk,7000,found,1841,53.35,87.18333
23082,st._christophe-la-chartreuse,5500,fell,1841,46.95,-1.5
4900,aumieres,2000,fell,1842,44.33333,3.23333
4916,babb's_mill_(troost's_iron),6400,found,1842,36.3,-82.88333
4946,barea,3200,fell,1842,42.38333,-2.5
16640,milena,10000,fell,1842,46.18333,16.1
5027,berdyansk,2250,found,1843,46.75,36.81667
5059,bishopville,6000,fell,1843,34.16667,-80.28333
12332,klein-wenden,3250,fell,1843,51.6,10.8
24135,utrecht,9700,fell,1843,52.11667,5.18333
24165,verkhne_tschirskaia,8000,fell,1843,48.41667,43.2
5451,cosina,1200,fell,1844,21.16667,-100.86667
10078,favars,1500,fell,1844,44.38333,2.81667
22779,ruff's_mountain,53070,found,1844,34.3,-81.4
4951,barratta,200000,found,1845,-35.3,144.56667
12748,le_pressoir,3000,fell,1845,47.16667,0.43333
2351,assam,2700,found,1846,26,92
5260,cape_girardeau,2300,fell,1846,37.26667,-89.58333
6637,deep_springs,11500,found,1846,36.5,-79.75
16726,monte_milone,3130,fell,1846,43.26667,13.35
16949,netschaëvo,250000,found,1846,54.23333,35.15
23460,schönenberg,8000,fell,1846,48.11667,10.46667
5133,braunau,39000,fell,1847,50.6,16.3
15424,marion_(iowa),28400,fell,1847,41.9,-91.6
16877,murfreesboro,8600,found,1847,35.83333,-86.41667
23474,seeläsgen,102000,found,1847,52.26667,15.55
23612,singhur,14180,found,1847,18.31667,73.91667
6699,dharwar,1800,fell,1848,14.88333,75.6
15429,marmande,3000,fell,1848,44.5,0.15
5343,chesterville,16500,found,1849,34.7,-81.2
16720,monroe,8600,fell,1849,35.25,-80.5
12286,kesen,135000,fell,1850,38.98333,141.61667
23113,salt_river,3600,found,1850,37.95,-85.78333
23461,schwetz,21500,found,1850,53.4,18.45
23498,seneca_falls,4000,found,1850,42.91667,-76.78333
23521,shalka,4000,fell,1850,23.1,87.3
24061,tucson,975000,found,1850,31.85,-110.96667
17959,nulles,5000,fell,1851,41.63333,0.75
5113,borkut,7000,fell,1852,48.15,24.28333
5181,bustee,1500,fell,1852,26.78333,82.83333
5363,chupaderos,24300000,found,1852,27,-105.1
15389,mainz,1700,found,1852,50,8.26667
16628,mezö-madaras,22700,fell,1852,46.5,25.73333
22643,rodeo,44000,found,1852,25.33333,-104.66667
30358,yatoor,13600,fell,1852,14.3,79.76667
10917,girgenti,18000,fell,1853,37.31667,13.56667
23476,segowlie,6930,fell,1853,26.75,84.78333
23891,tazewell,27000,found,1853,36.43333,-83.75
24122,union_county,6800,found,1853,34.75,-84
5463,cranbourne,8600000,found,1854,-38.1,145.3
7738,duel_hill_(1854),21800,found,1854,35.85,-82.7
14655,linum,1862,fell,1854,52.75,12.9
15381,madoc,168000,found,1854,44.5,-77.46667
23178,sarepta,14000,found,1854,48.48333,44.81667
24166,verkhne_udinsk,18000,found,1854,54.76667,113.98333
4950,barranca_blanca,12000,found,1855,-28.08333,-69.33333
5135,bremervörde,7250,fell,1855,53.4,9.1
16915,narraburra,32200,found,1855,-34.25,147.7
17989,oesel,6000,fell,1855,58.5,23
18023,orange_river_(iron),148800,found,1855,-30,25
18801,petersburg,1800,fell,1855,35.3,-86.63333
22792,sabetmahet,1250,fell,1855,27.43333,82.08333
6659,denton_county,5400,found,1856,33,-97
10167,fort_pierre,15900,found,1856,44.35,-100.38333
11473,hainholz,16500,found,1856,52.28333,8.91667
16942,nelson_county,73030,found,1856,37.75,-85.5
24046,trenzano,11800,fell,1856,45.46667,10
12218,kaba,3000,fell,1857,47.35,21.3
12741,laurens_county,2150,found,1857,34.5,-82.03333
14673,locust_grove,10000,found,1857,33.33333,-84.1
16694,mincy,89400,found,1857,36.55,-93.1
17995,ohaba,16250,fell,1857,46.06667,23.58333
18108,parnallee,77600,fell,1857,9.23333,78.35
22358,quenggouk,6045,fell,1857,17.76667,95.18333
23717,stavropol,1500,fell,1857,45.05,41.98333
4897,augusta_county,76000,found,1858,38.16667,-79.08333
4903,ausson,50000,fell,1858,43.08333,0.58333
12175,joel's_iron,1300,found,1858,-24,-69
16715,molina,144000,fell,1858,38.11667,-1.16667
24045,trenton,505000,found,1858,43.36667,-88.13333
24336,wooster,22700,found,1858,40.76667,-81.95
5034,beuste,2000,fell,1859,43.21667,-0.23333
18093,pampanga,10500,fell,1859,15.08333,120.7
24021,tombigbee_river,43000,found,1859,32.23333,-88.2
5379,cleveland,115000,found,1860,34.88333,-84.78333
5438,coopertown,16800,found,1860,36.43333,-87
7640,dhurmsala,32000,fell,1860,32.23333,76.46667
12399,la_grange,50800,found,1860,38.4,-85.36667
15433,marshall_county,6800,found,1860,37,-88.25
16953,new_concord,230000,fell,1860,40,-81.76667
24171,victoria_west,2950,found,1860,-31.7,23.75
5183,butsura,29000,fell,1861,27.08333,84.08333
11206,grosnaja,3500,fell,1861,43.66667,45.38333
14762,lutschaunig's_stone,100000,found,1861,-27,-70
24142,vaca_muerta,3828000,found,1861,-25.75,-70.5
12340,kokomo,1800,found,1862,40.48333,-86.36667
15485,menow,10500,fell,1862,53.18333,13.15
4919,bacubirito,22000000,found,1863,26.2,-107.83333
5178,buschhof,5000,fell,1863,46.45,25.78333
5442,copiapo,20000,found,1863,-27.3,-70.4
15402,manbhoom,1700,fell,1863,23.05,86.7
17976,obernkirchen,41000,found,1863,52.26667,9.1
18822,pillistfer,23250,fell,1863,58.66667,25.73333
22788,russel_gulch,13200,found,1863,39.8,-105.5
23085,st._francois_county,3600,found,1863,37.75,-90.5
23584,shytal,3200,fell,1863,24.33333,90.16667
23652,smith's_mountain,5000,found,1863,36.41667,-80
24022,tomhannock_creek,1500,found,1863,42.88333,-73.6
24038,tourinnes-la-grosse,14500,fell,1863,50.78333,4.76667
24194,wabar,2550000,found,1863,21.49972,50.47222
24199,wairarapa_valley,6000,found,1863,-41.31667,175.13333
7659,dolgovoli,1600,fell,1864,50.75,25.3
16945,nerft,10250,fell,1864,56.5,21.5
18026,orgueil,14000,fell,1864,43.88333,1.38333
23798,tamentit,510000,found,1864,27.71667,-0.25
4899,aumale,50000,fell,1865,36.16667,3.66667
7745,dundrum,2270,fell,1865,52.55,-8.03333
10948,gopalpur,1600,fell,1865,24.23333,89.05
16841,muddoor,4400,fell,1865,12.63333,77.01667
23530,shergotty,5000,fell,1865,24.55,84.83333
23760,supuhee,7235,fell,1865,26.71667,84.21667
24168,vernon_county,1500,fell,1865,43.5,-91.16667
4982,bear_creek,227000,found,1866,39.6,-105.3
5252,cangas_de_onis,34000,fell,1866,43.38333,-5.15
10176,frankfort_(iron),10900,found,1866,38.2,-84.83333
12211,juncal,104000,found,1866,-26,-69.25
12335,knyahinya,500000,fell,1866,48.9,22.4
23092,st._mesmin,8300,fell,1866,48.45,3.93333
23667,sone,17100,fell,1866,35.16667,135.33333
24104,udipi,3600,fell,1866,13.48333,74.78333
4894,auburn,3630,found,1867,32.63333,-85.5
5188,cacaria,41400,found,1867,24.5,-104.8
5285,casas_grandes,1545000,found,1867,30.4,-107.8
18045,otomi,6510,fell,1867,38.4,140.35
23466,scottsville,10000,found,1867,36.76667,-86.16667
23778,tadjera,9000,fell,1867,36.18333,5.41667
5513,daniel's_kuil,1064,fell,1868,-28.2,24.56667
5514,danville,2000,fell,1868,34.4,-87.06667
10938,goalpara,2700,found,1868,26.16667,90.6
14715,losttown,3000,found,1868,34.25,-84.5
16759,moti-ka-nagla,1500,fell,1868,26.83333,77.33333
16762,motta_di_conti,9150,fell,1868,45.2,8.5
16806,mount_vernon,159000,found,1868,36.93333,-87.4
18030,ornans,6000,fell,1868,47.11667,6.15
18805,pevensey,4300,found,1868,-34.78333,144.66667
18901,pultusk,250000,fell,1868,52.76667,21.26667
23123,san_francisco_del_mezquital,7500,found,1868,23.48333,-104.36667
23188,sauguis,4000,fell,1868,43.15,-0.85
23626,slavetic,1708,fell,1868,45.68333,15.6
2302,angra_dos_reis_(stone),1500,fell,1869,-22.96667,-44.31667
5263,caperr,113900,found,1869,-45.28333,-70.48333
11878,hessle,20000,fell,1869,59.85,17.66667
12047,iron_creek,175000,found,1869,53,-112
12284,kernouve,80000,fell,1869,48.11667,-3.08333
12353,krähenberg,16500,fell,1869,49.32694,7.46472
23535,shingle_springs,39000,found,1869,38.66667,-120.93333
23716,staunton,43500,found,1869,38.21667,-79.05
24011,tjabe,20000,fell,1869,-7.08333,111.53333
5185,cabezo_de_mayo,25000,fell,1870,37.98333,-1.16667
5366,cincinnati,1500,found,1870,39.11667,-84.5
11992,ibbenbüren,2000,fell,1870,52.28333,7.7
12022,ilimaes_(iron),51700,found,1870,-26,-70
15463,mckinney,150000,found,1870,33.18333,-96.71667
16935,nedagolla,4500,fell,1870,18.68333,83.48333
4935,bandong,11500,fell,1871,-6.91667,107.6
5479,cuba,1500,found,1871,22,-80
12045,iquique,12500,found,1871,-20.18333,-69.73333
12408,laborel,3833,fell,1871,44.28333,5.58333
23472,searsmont,5400,fell,1871,44.36667,-69.2
12455,lancé,51700,fell,1872,47.7,1.06667
16943,nenntmannsdorf,12500,found,1872,50.96667,13.95
18034,orvinio,3400,fell,1872,42.13333,12.93333
23160,santa_apolonia,1316000,found,1872,19.21667,-98.3
23898,tennasilm,28500,fell,1872,58.03333,26.95
462,aleppo,3200,fell,1873,36.23333,37.13333
5362,chulafinnee,16220,found,1873,33.5,-85.66667
7739,duel_hill_(1873),11300,found,1873,35.85,-82.7
12085,jhung,5900,fell,1873,31.3,72.38333
12288,khairpur,13600,fell,1873,29.53333,72.3
18095,paneth's_iron,150000,found,1873,0,0
23694,ssyromolotovo,217000,found,1873,58.61667,98.93333
24185,virba,3600,fell,1873,43.53333,22.63333
24195,waconda,50000,found,1873,39.33333,-98.16667
5182,butler,41000,found,1874,38.3,-94.36667
5190,cachiyuyal,2500,found,1874,-25,-69.5
5291,castalia,7300,fell,1874,36.08333,-78.06667
5432,coolac,19280,found,1874,-34.96667,148.125
12282,kerilis,5000,fell,1874,48.4,-3.3
23509,sevrukovo,101000,fell,1874,50.61667,36.6
5256,canyon_city,8600,found,1875,40.9,-123.1
11901,homestead,230000,fell,1875,41.8,-91.86667
15472,mejillones,14830,found,1875,-23.1,-70.5
16747,mornans,1300,fell,1875,44.6,5.13333
17001,north_chile,300000,found,1875,-23,-69
23162,santa_catharina,7000000,found,1875,-26.21667,-48.6
23503,serrania_de_varas,1500,found,1875,-24.55,-69.06667
23616,sitathali,1600,fell,1875,20.91667,82.58333
30351,yardea,3290,found,1875,-32.45,135.55
4915,babb's_mill_(blake's_iron),136000,found,1876,36.3,-82.88333
15408,mantos_blancos,10300,found,1876,-23.45,-70.11667
22773,rowton,3500,fell,1876,52.76667,-2.51667
23712,ställdalen,34000,fell,1876,59.93333,14.95
24154,vavilovka,1932,fell,1876,46.15,32.83333
5474,cronstad,3650,fell,1877,-27.7,27.3
5500,cynthiana,6000,fell,1877,38.4,-84.25
23661,soko-banja,80000,fell,1877,43.66667,21.86667
24215,warrenton,1600,fell,1877,38.68333,-91.15
5087,bluff_(a),153300,found,1878,29.87861,-96.87222
5511,dandapur,5650,fell,1878,26.91667,83.96667
15489,mern,4000,fell,1878,55.05,12.06667
22376,rakovka,9000,fell,1878,52.98333,37.03333
23989,tieschitz,28000,fell,1878,49.6,17.11667
5509,dalton,53000,found,1879,34.8,-84.98333
6656,densmore_(1879),37200,found,1879,39.65,-99.68333
10059,estherville,320000,fell,1879,43.41667,-94.83333
10936,gnadenfrei,1750,fell,1879,50.66667,16.76667
12056,itapicuru-mirim,2024,fell,1879,-3.4,-44.33333
12236,kalumbi,4500,fell,1879,17.83333,73.98333
12392,la_bécasse,2800,fell,1879,47.08333,1.75
14647,lick_creek,1240,found,1879,35.66667,-80.25
15392,makarewa,2300,found,1879,-46.31667,168.4
16989,nogoya,4000,fell,1879,-32.36667,-59.83333
23897,tenham,160000,fell,1879,-25.73333,142.95
2294,andhara,2700,fell,1880,26.58333,85.56667
5050,bingera,10841,found,1880,-29.88333,150.56667
5402,colfax,2300,found,1880,35.3,-81.73333
7761,eagle_station,36000,found,1880,38.61667,-84.96667
11194,greenbrier_county,5000,found,1880,37.83333,-80.31667
12062,ivanpah,58000,found,1880,35.33333,-115.31667
14644,lexington_county,4760,found,1880,34,-81.25
16844,muizenberg,4610,found,1880,-34.1,18.46667
24162,veramin,54000,fell,1880,35.33333,51.63333
24323,wittekrantz,2200,fell,1880,-32.5,23
380,admire,180000,found,1881,38.7,-96.1
5351,chilkoot,43000,found,1881,59.33333,-136
5453,costilla_peak,35500,found,1881,36.83333,-105.23333
11208,grossliebenthal,8000,fell,1881,46.35,30.58333
16632,middlesbrough,1600,fell,1881,54.56667,-1.16667
18068,pacula,3400,fell,1881,21.05,-99.3
23653,smithsonian_iron,3510,found,1881,0,0
23978,thunda,62100,found,1881,-25.7,143.05
24283,winburg,50000,found,1881,-28.5,27
5136,brenham,4300000,found,1882,37.5825,-99.16361
10836,fukutomi,11620,fell,1882,33.18333,130.2
11880,hex_river_mountains,60000,found,1882,-33.31667,19.61667
16709,mocs,300000,fell,1882,46.8,24.03333
18177,pavlovka,2000,fell,1882,52.03333,43
22389,rancho_de_la_pila_(1882),46500,found,1882,24.11667,-104.3
23121,san_cristobal,5000,found,1882,-23.43333,-69.5
466,alfianello,228000,fell,1883,45.26667,10.15
10057,estacado,290000,found,1883,33.9,-101.75
10955,grand_rapids,51700,found,1883,42.96667,-85.76667
12081,jenny's_creek,12000,found,1883,37.9,-82.38333
16966,ngawi,1393,fell,1883,-7.45,111.41667
23172,são_julião_de_moreira,162000,found,1883,41.76611,-8.58361
5319,chañaral,1207,found,1884,-26.5,-70.25
5448,corrizatillo,1328,found,1884,-26.03333,-70.33333
7652,djati-pengilon,166000,fell,1884,-7.5,111.5
10935,glorieta_mountain,148000,found,1884,35.6,-105.8
11813,hammond,24000,found,1884,44.91667,-92.43333
12174,joe_wright_mountain,42600,found,1884,35.76667,-91.5
12341,kokstad,341000,found,1884,-30.55,29.41667
15487,merceditas,42900,found,1884,-26.33333,-70.28333
18835,pirthalla,1161,fell,1884,29.58333,76
24094,tysnes_island,19860,fell,1884,60,5.61667
30374,youndegin,3800000,found,1884,-32.1,117.71667
5321,chandpur,1100,fell,1885,27.28333,79.05
12071,jamestown,4000,found,1885,46.61667,-98.5
14749,lucky_hill,20500,found,1885,17.9,-77.63333
15453,mazapil,4000,fell,1885,24.68333,-101.68333
18174,pavlodar_(pallasite),4500,found,1885,51.16667,77.33333
18903,puquios,6580,found,1885,-27.15,-69.91667
23872,tanokami_mountain,174000,found,1885,34.91667,135.96667
2353,assisi,2000,fell,1886,43.03333,12.55
5186,cabin_creek,48500,fell,1886,35.5,-93.5
12372,kulnine,55300,found,1886,-34.15,141.78333
12390,kyushu,45000,fell,1886,32.03333,130.63333
16902,nammianthal,4500,fell,1886,12.28333,79.2
17933,novo-urei,1900,fell,1886,54.81667,46
22369,rafrüti,18200,found,1886,47,7.83333
24025,tonganoxie,11800,found,1886,39.08333,-95.11667
470,algoma,4100,found,1887,44.65,-87.46667
5043,bielokrynitschie,1900,fell,1887,50.13333,27.16667
5277,carlton,81200,found,1887,31.91667,-98.03333
5461,crab_orchard,48500,found,1887,35.83333,-84.91667
11896,holland's_store,12200,found,1887,34.36667,-85.43333
12029,indian_valley,14100,found,1887,36.93333,-80.5
12032,indio_rico,15000,found,1887,-38.33333,-60.88333
12274,kendall_county,21000,found,1887,29.4,-98.5
16750,morristown,16300,found,1887,36.2,-83.38333
16779,mount_joy,384000,found,1887,39.78333,-77.21667
17979,ochansk,500000,fell,1887,57.78333,55.26667
18094,pan_de_azucar,19500,found,1887,-26.5,-69.5
18830,pipe_creek,13600,found,1887,29.68333,-98.91667
23122,san_emigdio,36000,found,1887,36,-119
23597,silver_crown,11600,found,1887,41.23333,-104.98333
24203,waldron_ridge,13600,found,1887,36.63333,-83.83333
5003,bella_roca,33000,found,1888,24.9,-105.4
5057,bischtübe,48250,found,1888,51.95,62.2
5458,cowra,5560,found,1888,-33.85,148.68333
10013,eli_elwah,15200,found,1888,-34.5,144.71667
11817,haniet-el-beguel,2000,found,1888,32.48333,4.4
12402,la_primitiva,27400,found,1888,-19.91667,-69.81667
14680,lonaconing,1400,found,1888,39.41667,-79.15
16693,minas_gerais,1224,found,1888,-18.5,-44
18833,pirapora,6175,found,1888,-17.3,-45
23086,st._genevieve_county,244500,found,1888,37.96667,-90.31667
23979,thurlow,5500,found,1888,44.75,-77.58333
24235,welland,8200,found,1888,43.01667,-79.21667
2317,apoala,85000,found,1889,17.7,-97
6697,dexter,1724,found,1889,33.81667,-97
10044,ergheo,20000,fell,1889,1.16667,44.16667
10915,gilgoin,147000,found,1889,-30.38333,147.2
11907,hopper,1800,found,1889,36.55,-79.78333
12048,iron_river,1420,found,1889,46.07944,-88.55972
12078,jelica,34000,fell,1889,43.83333,20.44167
12280,kenton_county,194000,found,1889,38.81667,-84.6
14755,lundsgård,11000,fell,1889,56.21667,13.03333
16634,mighei,8000,fell,1889,48.06667,30.96667
16710,moctezuma,1700,found,1889,29.8,-109.66667
24040,travis_county_(a),175400,found,1889,30.3,-97.7
24041,travis_county_(b),5900,found,1889,30.55556,-97.95278
4898,augustinovka,400000,found,1890,48.06667,35.08333
5077,blue_tier,1400,found,1890,-41.18333,148.03333
5139,bridgewater,13600,found,1890,35.71667,-81.86667
5403,collescipoli,5000,fell,1890,42.53333,12.61667
10074,farmington,89400,fell,1890,39.75,-97.03333
10119,forest_city,152000,fell,1890,43.25,-93.66667
10173,franceville,18800,found,1890,38.81667,-104.61667
11852,hassi-jekna,1250,fell,1890,28.95,0.81667
12087,jianshi,600000,fell,1890,30.80833,109.5
16703,misshof,5800,fell,1890,56.66667,23
16746,morland,295000,found,1890,39.33333,-100.06667
16894,nagy-vázsony,2000,found,1890,46.98333,17.7
22794,sacramento_mountains,237200,found,1890,32.91667,-104.66667
23087,st._germain-du-pinel,4000,fell,1890,48.01667,-1.15
23536,shirahagi,22700,found,1890,36.7,137.36667
24182,villedieu,14000,found,1890,47.91667,4.35
24248,western_arkansas,1750,found,1890,35,-94
4924,bald_eagle,3200,found,1891,41.28333,-77.05
5257,canyon_diablo,30000000,found,1891,35.05,-111.03333
10165,forsyth_county,22700,found,1891,36.1,-80.2
11440,guêa,1915,fell,1891,43.76667,20.23333
12027,indarch,27000,fell,1891,39.75,46.66667
12318,kingston,12900,found,1891,32.9,-107.73333
14694,long_island,564000,found,1891,39.93333,-99.6
23903,ternera,1980,found,1891,-27.33333,-69.8
24034,toubil_river,22000,found,1891,55.88333,89.1
4931,ballinoo,42200,found,1892,-27.7,115.76667
4936,bansur,15000,fell,1892,27.7,76.33333
4974,bath,21000,fell,1892,45.41667,-98.31667
5388,cobija,6530,found,1892,-22.56667,-70.25
6620,dayton,26300,found,1892,39.75,-84.16667
11439,guareña,39000,fell,1892,38.73333,-6.01667
16734,moonbi,13200,found,1892,-30.91667,151.28333
16748,morradal,2750,found,1892,62,7.66667
22644,roebourne,86860,found,1892,-22.33333,118
23174,saotome,10880,found,1892,36.5,137
4986,beaver_creek,14000,fell,1893,51.16667,-117.33333
7794,el_capitan,27500,found,1893,33.5,-105.5
12267,kaufman,23000,found,1893,32.58333,-96.41667
18032,oroville,24500,found,1893,39.68333,-121.63333
18796,persimmon_creek,5000,found,1893,35.05,-84.23333
18850,plymouth,14000,found,1893,41.33333,-86.31667
18882,prairie_dog_creek,2900,found,1893,39.63333,-100.5
23675,south_bend,2500,found,1893,41.65,-86.21667
30380,zabrodje,3000,fell,1893,55.18333,27.91667
2333,arlington,8940,found,1894,44.6,-94.1
5111,bori,8600,fell,1894,21.95,78.03333
5254,canton,7030,found,1894,34.2,-84.48333
10107,fisher,17600,fell,1894,47.81667,-96.85
11885,hildreth,3060,found,1894,40.33333,-99.03333
12083,jerome_(kansas),29600,found,1894,38.76667,-100.73333
16946,ness_county_(1894),82000,found,1894,38.5,-99.6
23116,sam's_valley,6920,found,1894,42.53333,-122.875
23190,savtschenskoje,2500,fell,1894,47.21667,29.86667
2290,ambapur_nagla,6400,fell,1895,27.66667,78.25
5060,bishunpur,1039,fell,1895,25.38333,82.6
16893,nagy-borové,6100,fell,1895,49.16667,19.5
16987,nocoleche,20000,found,1895,-29.86667,144.21667
17973,oakley_(stone),27700,found,1895,38.95,-101.01667
18035,oscuro_mountains,3600,found,1895,33.63333,-106.38333
22552,reed_city,20000,found,1895,43.86667,-85.51667
22640,rockhampton,1641,fell,1895,-23.38333,150.51667
2332,arispe,683000,found,1896,30.33333,-109.98333
5100,bolivia,21250,found,1896,0,0
5456,covert,61000,found,1896,39.2,-98.78333
12772,lesves,2000,fell,1896,50.36667,4.73333
14705,loreto,94800,found,1896,26.01667,-111.36667
14751,luis_lopez,7000,found,1896,34,-106.96667
22765,rosario,2700,found,1896,14.6,-88.68333
10851,gambat,6400,fell,1897,27.35,68.53333
12456,lancon,7000,fell,1897,43.75,5.11667
14709,los_reyes,19500,found,1897,19.26667,-97.28333
16872,mungindi,51300,found,1897,-28.93333,148.95
23117,san_angelo,88000,found,1897,31.41667,-100.35
30396,zavid,95000,fell,1897,44.4,19.11667
2283,alt_bela,4000,found,1898,49.76667,18.25
2295,andover,3200,fell,1898,44.61667,-70.75
