id,name,mass_g,fall,year,latitude,longitude
44709,crow_peak,6320,found,1958,44.47733,-103.972
432,akwanga,3000,fell,1959,8.91667,8.43333
452,alatage,37500,found,1959,42.33333,93
467,algarrobo,1280,found,1959,-27.08333,-70.58333
4920,bagdad,2200,found,1959,34.613317,-113.398967
5305,cee_vee,3600,found,1959,34.2,-100.48333
10012,elga,28800,found,1959,64.7,141.2
11485,hamlet,3710,fell,1959,41.38333,-86.6
14645,liangcheng,200000,found,1959,40.5,112.5
14660,lismore,10000,found,1959,-35.95,143.33333
18887,pribram,5555,fell,1959,49.66667,14.03333
23894,temple,5000,found,1959,31.11667,-97.3
30352,yardymly,150200,fell,1959,38.93333,48.25
469,al-ghanim_(stone),3755,found,1960,19.7,53.96667
2337,arrabury,5300,found,1960,-26.5,141.08333
2354,as-su'aydan,5855,found,1960,21.25417,55.305
5154,brownfield_(iron),1626,found,1960,33.21667,-102.18333
5156,bruderheim,303000,fell,1960,53.9,-112.88333
5378,cleo_springs,24000,found,1960,36.43333,-98.43333
6622,de_hoek,20930,found,1960,-29.38333,23.1
10021,ellicott,15700,found,1960,38.80778,-104.56944
12059,itutinga,3200,found,1960,-21.33333,-44.66667
16643,millbillillie,330000,fell,1960,-26.45,120.36667
16842,muenatauray,30000,found,1960,4.9,-61.2
17986,odessa_(stone),1926,found,1960,46.5,30.76667
22598,richa,1500,found,1960,10,9
23170,são_joão_nepomuceno,15300,found,1960,-21.55,-43.01667
23484,selden,1560,found,1960,39.53333,-100.56667
24160,venus,1013,found,1960,32.4,-97.08333
24334,woolgorong,36000,fell,1960,-27.75,115.83333
31330,stoneham,5000,found,1960,40.63783,-103.69717
55758,watonga,5025,found,1960,35.833333,-98.4
376,ad-dahbubah,90000,found,1961,19.83333,51.25
431,akron_(1961),4000,found,1961,40.15,-103.16667
2307,anoka,1108,found,1961,45.2,-93.43333
4973,batesland,2500,found,1961,43.13333,-102.1
5197,caldwell,12900,found,1961,37.03333,-97.625
5258,canyonlands,1520,found,1961,38.18333,-109.88333
5385,clovis_(no._1),283000,found,1961,34.3,-103.13472
7656,djermaia,3950,fell,1961,12.73333,15.05
7744,duncanville,17800,found,1961,32.63333,-96.86667
7774,ehole,2400,fell,1961,-17.3,15.83333
10064,eunice,2300,found,1961,34.47,-101.75833
11830,harleton,8360,fell,1961,32.675,-94.51167
12261,kargapole,21800,found,1961,55.88333,64.3
12268,kayakent,85000,fell,1961,39.26333,31.78
12279,kennard,8200,found,1961,41.48333,-96.16667
12436,lake_bonney,2750,found,1961,-37.75,140.3
12745,lazarev,10000,found,1961,-71.95,11.5
12766,leoville,8100,found,1961,39.63333,-100.46722
22595,rhineland,6240,found,1961,33.53333,-99.61667
23488,seminole,43900,found,1961,32.68333,-102.61667
23770,sweetwater,1760,found,1961,32.55,-100.41667
372,acomita,3956,found,1962,35.05,-107.56667
4927,balfour_downs,2400,found,1962,-22.75,120.83333
5097,bogou,8800,fell,1962,12.5,0.7
5124,bowesmont,2270,found,1962,48.68333,-97.16667
5161,budulan,100000,found,1962,50.56667,114.9
5380,clifford,11360,found,1962,39.1,-103.25833
5437,coonana,6800,found,1962,-29.85,140.7
6693,desuri,25400,fell,1962,25.73333,73.61667
7722,dosso,1250,fell,1962,13.05,3.16667
7772,efremovka,21000,found,1962,52.5,77
10031,emery,16700,found,1962,43.56333,-97.58333
10104,finney,10700,found,1962,34.26667,-101.56667
11987,hunter,74600,found,1962,36.56,-97.66667
14702,loop,5600,found,1962,32.9,-102.28333
15406,manitouwabing,39000,found,1962,45.44,-79.87556
16936,needles,45300,found,1962,34.44417,-114.8325
22772,rowena,34700,found,1962,-29.8,148.63333
23099,ste._marguerite,4960,fell,1962,50.76667,3
23469,seagraves,13000,found,1962,32.93333,-102.58333
23533,shields,9780,found,1962,38.7,-100.35
23627,sleeper_camp_001,1250,found,1962,-30.25,126.33333
23647,slovak,8220,found,1962,34.65,-91.58333
23911,thiel_mountains,31700,found,1962,-85.45,-90
24035,toulon,1214.5,found,1962,41.11667,-89.80833
24091,two_buttes_(a),19700,found,1962,37.63333,-102.41667
24150,valkeala,4000,found,1962,61.05,26.83333
24192,vulcan,19000,found,1962,50.51667,-113.13333
24275,williston,7645,found,1962,47.98333,-103.65
30386,zagami,18000,fell,1962,11.73333,7.08333
4891,atwood,2100,found,1963,40.51667,-103.26667
5278,carnegie,132700,found,1963,35.16667,-98.64389
5386,clovis_(no._2),41300,found,1963,34.3,-103.13333
10181,fremont_butte,6647,found,1963,38.5,-105.5
11851,hassayampa,16000,found,1963,33.75,-112.66667
12037,inner_mongolia,3000,fell,1963,41,112
12200,jonah,1304,found,1963,30.625,-97.53333
12258,karatu,2220,fell,1963,-3.5,35.58333
12432,lahoma,21800,found,1963,36.38333,-98.08333
16757,mosquero,1800,found,1963,35.75,-103.93333
16845,mulberry_draw,9716,found,1963,35.63333,-100.13333
17996,ohuma,7700,fell,1963,6.75,8.5
18180,peace_river,45760,fell,1963,56.13333,-117.93333
23110,salla,7000,found,1963,66.8,28.45
23793,talpa,13000,found,1963,31.86667,-99.58333
24014,tobe,5386,found,1963,37.2,-103.58333
24132,usti_nad_orlici,1269,fell,1963,49.975,16.375
24200,waka,11875,found,1963,36.15,-101.05
24212,warburton_range,56930,found,1963,-26.28333,126.66667
5152,brownfield_(1964),4100,found,1964,33.21667,-102.18333
5163,bulls_run,2250,fell,1964,0,0
5250,çanakkale,4000,fell,1964,39.8,26.6
5323,changxing,27900,found,1964,31.33333,121.66667
5339,chernyi_bor,6000,fell,1964,53.7,30.1
5375,claytonville,15600,found,1964,34.34667,-101.49
5446,corowa,11340,found,1964,-36,146.36667
10182,frenchman_bay,8800,found,1964,-30.60833,115.16667
10956,granes,9000,fell,1964,42.9,2.25
10959,grassland,4400,found,1964,33.11667,-101.58333
12257,karasburg,12000,found,1964,-27.66667,18.96667
14703,loop_(b),1600,found,1964,32.99167,-102.38833
15449,mayerthorpe,12610,found,1964,53.775,-115.03333
16785,mount_padbury,272000,found,1964,-25.66667,118.1
16847,mulga_(north),19900,found,1964,-30.18333,126.36667
16884,muslyumovo,10580,found,1964,55.3,53.2
16885,muzaffarpur,1245,fell,1964,26.13333,85.53333
16944,neptune_mountains,1070,found,1964,-83.25,-55
18839,plains,34300,found,1964,33.28333,-102.76667
23179,sargiin_gobi,17500,found,1964,45.9835,105.75883
23763,sutton,7600,found,1964,40.6,-97.86667
24239,wellman_(c),45000,found,1964,33.03333,-102.33333
30363,yingde,3000000,found,1964,24.2,113.4
2311,anton,41800,found,1965,33.7825,-102.18111
4954,barwell,44000,fell,1965,52.56528,-1.33972
5092,bocaiuva,64000,found,1965,-17.16667,-43.83333
5173,burnabbie,2515,found,1965,-32.05,126.16667
5298,catherwood,3920,found,1965,51.965,-107.43833
5418,conquista,20350,fell,1965,-19.85,-47.55
6639,del_rio,3596,found,1965,29.36667,-100.96667
10045,erie,3300,found,1965,40.03167,-105.05667
10062,etter,450000,found,1965,35.98333,-101.9
10066,eva,6700,found,1965,36.81667,-101.90833
10090,ferintosh,2201,found,1965,52.8,-112.98333
11484,hamilton_(texas),2700,found,1965,31.59333,-98.25
11867,hebron,21820,found,1965,40.16667,-97.6
12223,kaffir_(a),1874.9,found,1965,34.62333,-101.91667
12319,kinley,2000,found,1965,52.04667,-107.23333
12389,kyle,7780,found,1965,29.975,-97.86667
14666,little_river_(b),11700,found,1965,38.44,-98.06667
14682,lone_star,4300,found,1965,34.25972,-101.40833
15459,mccook,3602,found,1965,40.02,-100.78333
16731,monturaqui,2000,found,1965,-23.93333,-68.28333
16735,moorabie,14040,found,1965,-30.01667,141.06667
16997,norristown,4200,found,1965,32.51667,-82.55
18877,post,2000,found,1965,33.11667,-101.38333
23088,st._lawrence,2600,found,1965,31.73333,-101.505
23489,seminole_(b),1184,found,1965,32.54333,-102.705
23507,severny_kolchim,1390,found,1965,60.5,57
23688,springer,8143,found,1965,36.34611,-97.185
23873,taonan,3850,fell,1965,45.4,122.9
23980,thurman,1959,found,1965,39.52167,-103.16667
24010,tishomingo,260000,found,1965,34.25,-96.68333
24163,verissimo,14000,found,1965,-19.73333,-48.31667
24207,wallareenya,4386,found,1965,-20.66667,118.83333
55760,new_york,2950,found,1965,0,0
457,albion,12280,found,1966,46.83333,-117.25
4909,avoca_(western_australia),37850,found,1966,-30.85,122.31667
7821,elba,4175,found,1966,39.83333,-103.21667
10077,faucett,100000,found,1966,39.61667,-94.86667
10113,floyd,13000,found,1966,34.19333,-103.575
11483,hamilton_(queensland),68000,found,1966,-28.48333,148.25
12036,inman,7250,found,1966,38.25,-97.66667
12224,kaffir_(b),3500,found,1966,34.67167,-101.815
12354,kramer_creek,2300,found,1966,38.3925,-104.17667
12359,kress_(b),2600,found,1966,34.35833,-101.73
18173,pavel,2968,fell,1966,43.46667,25.51667
23102,saint-séverin,271000,fell,1966,45.3,0.23333
23500,seoni,20000,fell,1966,21.68389,79.50083
23622,skiff,3540,found,1966,49.25,-111.86667
24118,umm_ruaba,1700,fell,1966,13.46667,31.21667
24240,wellman_(d),1615,found,1966,33.01667,-102.36667
30364,yocemento,5920,found,1966,38.9,-99.43333
30405,zhigansk,900000,found,1966,68,128.3
2336,armel,9200,found,1967,39.76667,-102.13333
5468,credo,10820,found,1967,-30.36667,120.73333
10116,fluvanna_(a),9500,found,1967,32.8,-101.11667
11847,hartley,2100,found,1967,35.94167,-102.16
12738,laundry_rockhole,1443,found,1967,-31.53333,127.01667
12739,laundry_west,4002,found,1967,-31.46667,126.93333
14665,little_river_(a),4400,found,1967,38.38333,-98.01667
15427,markovka,54200,found,1967,52.4,79.8
15444,masua,1460,found,1967,0,0
16758,mossgiel,32383,found,1967,-33.31667,144.78333
16929,nazareth_(b),3600,found,1967,34.5,-102.25
17928,nova_petropolis,305000,found,1967,-29.43333,-50.91667
18102,parambu,2000,fell,1967,-6.23333,-40.7
18871,portales_(a),3240,found,1967,34.06667,-103.5
18873,portales_(c),6000,found,1967,34.1,-103.41667
23490,seminole_(c),1711,found,1967,32.55,-102.39167
23510,seymchan,323300,found,1967,62.9,152.43333
23885,tathlith,2500,fell,1967,19.38333,43.73333
23985,tiberrhamine,107000,found,1967,28.11667,0.53333
24062,tugalin-bulen,10000,fell,1967,45.46667,105.38333
24281,wiluna,150000,fell,1967,-26.59278,120.32833
30403,zerhamra,630000,found,1967,29.85861,-2.645
428,akhricha,1760,found,1968,28.4625,1.025
5091,boaz_(stone),1800,found,1968,33.65167,-103.70833
5108,boolka,12000,found,1968,-30.06667,141.06667
5508,dalhart,4400,found,1968,36.04333,-102.40833
6645,delphos_(a),1244.7,found,1968,34.08333,-103.525
10085,fenbark,1861,found,1968,-30.44028,121.25694
11998,idalia,7400,found,1968,39.695,-102.295
12213,juromenha,25250,fell,1968,38.74028,-7.27
12237,kalvesta,10000,found,1968,38.08333,-100.25
16760,motpena_(a),8810,found,1968,-31.1,138.26667
16931,nazareth_(d),1500,found,1968,34.58333,-102.08333
16933,nazareth_(iron),11310,found,1968,34.52667,-102.105
22365,quinyambie,1638,found,1968,-30.15,140.98333
23096,saint-aubin,472000,found,1968,48.48333,3.58333
23655,smyer,3273,found,1968,33.58333,-102.16667
24048,tres_estacas,150000,found,1968,0,0
24058,tsarev,1225300,found,1968,48.7,45.7
24265,wildara,500000,found,1968,-28.23333,120.85
24344,wynyard,3479,found,1968,51.88333,-104.18333
2278,allende,2000000,fell,1969,26.96667,-105.31667
2319,aprel'sky,54600,found,1969,53.3,126.11667
2349,ashmore,55400,found,1969,32.9,-102.28333
5020,benjamin,51800,found,1969,33.58333,-99.8
5121,bovedy,5460,fell,1969,54.56667,-6.33333
5162,buenaventura,113600,found,1969,29.8,-107.55
7766,edjudina,4480,found,1969,-29.58639,122.18167
10864,garrison,5116,found,1969,33.86333,-103.34667
10928,glasston,1990,found,1969,48.71667,-97.3
10939,gobabeb,27000,found,1969,-23.55,15.03333
11445,guin,34500,found,1969,33.96667,-87.91667
12005,ikhrarene,5465,found,1969,28.60417,1.04167
12767,leoville_(b),2500,found,1969,39.60833,-100.475
16875,murchison,100000,fell,1969,-36.61667,145.2
16886,myersville,5397,found,1969,28.95,-97.40278
18096,panhandle,1360,found,1969,35.33333,-101.38333
18104,park,13000,found,1969,39.11,-100.36167
18112,patora,4375,fell,1969,20.93694,82.05
22551,redfields,8740,found,1969,-30.71667,116.5
24335,wooramel,71000,found,1969,-25.65,114.21667
30362,yilmia,40000,found,1969,-31.19167,121.53333
30382,zacatecas_(1969),6660,found,1969,0,0
2309,answer,11090,found,1970,-21.65972,140.90694
5017,benedict,16380,found,1970,41,-97.53333
5044,big_rock_donga,19000,found,1970,-30.55,130.96667
5074,bledsoe,30500,found,1970,33.59167,-103.02667
7708,dongtai,5500,fell,1970,32.91667,120.78333
7713,dora_(stone),1570,found,1970,33.92333,-103.35
7755,dwaleni,3230,fell,1970,-27.2,31.31667
7773,egvekinot,10000,found,1970,66.8,178.2
10023,ellisras,2066,found,1970,-23.83333,27.91667
10061,etosha,110700,found,1970,-18.5,16
10063,euclid,2500,found,1970,47.95833,-96.7
10083,felt,5400,found,1970,36.55,-102.78333
10953,grady_(c),5700,found,1970,34.8,-103.31667
11846,hart_camp,1200,found,1970,33.99833,-102.17667
11876,hereford,2276,found,1970,33.795,-102.24167
12051,isna,23000,found,1970,24.83333,31.66667
12303,kiffa,1500,fell,1970,16.58333,-11.33333
12327,kittakittaooloo,3600,found,1970,-28.03333,138.13333
12449,lakeview,1238,found,1970,34.53333,-101.7
12746,lazbuddie,8600,found,1970,34.5,-102.75
14711,lost_city,17000,fell,1970,36.00833,-95.15
15394,malakal,2000,fell,1970,9.5,31.75
16687,mills,88000,found,1970,36.23,-104.11889
16941,nejo,2450,fell,1970,9.5,35.33333
23999,tillaberi,3000,fell,1970,14.25,1.53333
24030,toronto,2715,found,1970,0,0
24092,two_buttes_(b),3000,found,1970,37.63333,-102.41667
24097,ucera,4590,fell,1970,11.05,-69.85
24272,willaroy,4030,found,1970,-30.1,143.2
2305,anlong,2500,fell,1971,25.15,105.18333
5150,brownell,2000,found,1971,38.69667,-99.70833
5164,bunjil,38750,found,1971,-29.62917,116.48222
5174,burns_flat,1987,found,1971,35.33333,-99.15
10018,ella_island,7500,found,1971,72.88333,-25.11667
10030,elyria,10900,found,1971,38.28,-97.365
10847,galatia,23900,found,1971,38.64167,-98.88333
11431,guadalupe_y_calvo,58630,found,1971,26.1,-106.96667
11818,happy_(a),2860,found,1971,35.68,-101.99333
11821,happy_canyon,16300,found,1971,34.80167,-101.56667
11859,haverö,1544,fell,1971,60.24556,22.06194
12220,kabo,13400,fell,1971,11.85,8.21667
14683,lone_tree,20676,found,1971,41.5,-91.47917
15422,marilia,2500,fell,1971,-22.25,-49.93333
17007,north_west_forrest_(e6),4400,found,1971,-30.6,127.81667
18861,polujamki,18350,found,1971,52.1,79.7
22359,queretaro,5000,found,1971,20.63333,-100.38333
22375,rakity,11400,found,1971,51.8,79.9
23105,salaices,24500,found,1971,27,-105.25
23132,sanclerlandia,279000,found,1971,-16.21667,-50.3
23582,shuangyang,3900,fell,1971,43.5,125.66667
23680,south_plains,4763,found,1971,34.26667,-101.25
24015,tobychan,52100,found,1971,0,0
24256,wichita,2367,found,1971,37.59183,-97.21497
24278,willowbar,2070,found,1971,36.73333,-102.2
30365,yongning,60000,found,1971,22.75,108.33333
51739,cruz_del_eje,14000,found,1971,-30.75,-64.78333
377,adelaide,2031,found,1972,0,0
2308,anson,3900,found,1972,39.33333,-97.56167
5125,bowesmont_(b),1300,found,1972,48.78333,-97.35
6640,delaware,8346,found,1972,35.28333,-93.5
7711,dor_el_gani,2575,found,1972,26.95833,16.03333
11819,happy_(b),2505,found,1972,34.59333,-101.99333
11827,hardtner,13000,found,1972,37.06667,-98.66167
12043,ipiranga,7000,fell,1972,-25.5,-54.5
12277,kenna,10900,found,1972,33.9,-103.55333
12304,kifkakhsyagan,18800,found,1972,64.4,172.7
14648,lider_(a),2160,found,1972,34.655,-101.64
14649,lider_(b),1800,found,1972,34.655,-101.64
15450,mayfield,38400,found,1972,37.30833,-97.545
16846,muleshoe,3600,found,1972,34.12167,-102.695
17010,northbranch,76000,found,1972,39.99167,-98.34167
22373,raguli,4239,found,1972,45.7,43.7
22655,roosevelt,5200,found,1972,34.86667,-98.95
24149,valera,50000,fell,1972,9.31667,-70.62833
24221,watson_001,93000,found,1972,-30.5,131.55
24246,west_point,3100,found,1972,33.075,-102.045
30564,flagler,4100,found,1972,39.23,-102.99
475,alkhamasin,1200000,found,1973,20.6,44.88333
2324,araslanovo,132000,found,1973,55.14167,48.2
5253,canon_city,1400,fell,1973,38.47028,-105.24139
5405,colonia_obrera,12200,found,1973,24.01667,-104.66667
7817,el_sampal,142000,found,1973,-44.53333,-70.36667
14646,lichtenberg,4000,fell,1973,-26.15,26.18333
14750,lueders,35400,found,1973,32.83611,-99.60417
24225,wayside,23600,found,1973,34.80167,-101.68333
4932,balsas,41000,found,1974,-7.53133,-46.04117
5070,blaine_lake,1896.4,found,1974,52.77,-106.89667
5153,brownfield_(c),1550,found,1974,33.135,-102.27833
10038,enshi,8000,fell,1974,30.3,109.5
10069,fairfield,1600,found,1974,39.33333,-84.6
10944,gomez,47000,found,1974,33.18139,-102.40139
10949,gorlovka,3618,fell,1974,48.28333,38.08333
11881,hickiwan,1928,found,1974,32.35833,-112.40889
15412,maralinga,3388,found,1974,-30.3,131.26667
15451,mayo_belwa,4850,fell,1974,8.96667,12.08333
16909,naragh,2700,fell,1974,33.75,51.5
18028,orimattila,1872,found,1974,60.58333,25.58333
23080,saint_augustine,22000,found,1974,40.71667,-90.41667
24016,tokio_(a),6600,found,1974,33.21667,-102.63167
24391,yamato_74013,2059.5,found,1974,-71.83667,36.30417
24392,yamato_74014,2367.9,found,1974,-71.83556,36.30278
24455,yamato_74077,5575.1,found,1974,-71.83556,36.35833
24475,yamato_74097,2193.9,found,1974,-71.825,36.325
24493,yamato_74115,1045.1,found,1974,-71.80833,36.1375
24533,yamato_74155,3073.4,found,1974,-71.81833,36.11944
24568,yamato_74190,3235.7,found,1974,-71.83056,35.44444
24569,yamato_74191,1091.6,found,1974,-71.83333,35.51944
24571,yamato_74193,1818.5,found,1974,-71.64306,35.59444
24732,yamato_74354,2721.1,found,1974,-71.76944,35.76111
24740,yamato_74362,4175,found,1974,-71.78889,35.80278
24749,yamato_74371,5067.9,found,1974,-71.80417,35.49444
24823,yamato_74445,2293.2,found,1974,-71.73889,35.93611
24837,yamato_74459,1719.7,found,1974,-71.72639,35.975
25018,yamato_74640,1065.9,found,1974,-71.71389,35.99722
25025,yamato_74647,2323.8,found,1974,-71.69583,36.01667
5132,brandon,7580,found,1975,40.81,-101.80167
5407,colony,3912,found,1975,35.35,-98.68333
6661,denver_city,26100,found,1975,33.07139,-102.80028
7759,eads,4860,found,1975,38.47,-102.82667
10170,foster,1992,found,1975,33.1,-102.26667
11831,harlowton,4000,found,1975,46.43333,-109.83333
11863,haxtun,15500,found,1975,40.45667,-102.57834
12004,ijopega,7330,fell,1975,-6.03333,145.36667
12350,kossuth,5900,found,1975,40.66667,-84.35
15404,mangalo,1050,found,1975,-33.56667,136.65
15465,meadow_(a),1495,found,1975,33.33139,-102.26889
16644,millen,40800,found,1975,32.83528,-81.87389
16918,naryilco,27000,found,1975,-28.6,141.15
16980,ningbo,14250,fell,1975,29.86667,121.48333
18794,perryton,2114,found,1975,36.35333,-100.73167
22391,rancho_gomelia,15650,found,1975,24.51667,-105.25
22538,red_deer_hill,2510,found,1975,53.075,-105.84167
23714,starvation_lake,12000,found,1975,-30.46667,141.08333
23795,tambakwatu,10500,fell,1975,-7.75,112.76667
24086,tuxtuac,30000,fell,1975,21.66667,-103.36667
24347,xinyi,69000,found,1975,34.36667,118.33333
25069,yamato_75028,6100,found,1975,-71.5,35.66667
25138,yamato_75097,2570.2,found,1975,-71.5,35.66667
25143,yamato_75102,11000,found,1975,-71.5,35.66667
25312,yamato_75271,1797.5,found,1975,-71.5,35.66667
48651,ban_cho_lae,3354,found,1975,19.08833,99.01389
53635,llano_river,4318,found,1975,30.52213,-99.73698
10,acapulco,1914,fell,1976,16.88333,-99.9
1308,allan_hills_a76001,20151,found,1976,-76.75,159.33333
1309,allan_hills_a76002,1510,found,1976,-76.71667,159.66667
1310,allan_hills_a76003,10495,found,1976,-76.71667,159.66667
1312,allan_hills_a76005,1425,found,1976,-76.71667,159.66667
1313,allan_hills_a76006,1137,found,1976,-76.71667,159.66667
1315,allan_hills_a76008,1150,found,1976,-76.71667,159.66667
1316,allan_hills_a76009,407000,found,1976,-76.71667,159.66667
2287,alvord,17500,found,1976,43.32222,-96.28889
6698,dhajala,45000,fell,1976,22.37778,71.42722
7748,dunganville,54000,found,1976,-42.55,171.35
10117,fluvanna_(b),4110,found,1976,32.90333,-101.16278
10937,gnowangerup,33600,found,1976,-34,118.1
11816,hangman_crossing,1300,found,1976,38.91972,-85.94722
11861,haviland_(b),2092,found,1976,37.59667,-99.125
12084,jerslev,40000,found,1976,55.608833,11.229167
12171,jilin,4000000,fell,1976,44.05,126.16667
12312,kimbolton,7500,found,1976,-40.07139,175.73028
16764,mount_baldr_a76001,4108,found,1976,-77.58389,160.32639
16765,mount_baldr_a76002,13773,found,1976,-77.58389,160.37361
16937,needmore,1793,found,1976,34.04472,-102.79917
18007,old_woman,2753000,found,1976,34.46667,-115.23333
18908,qingzhen,2600,fell,1976,26.53333,106.46667
22549,red_rock,47600,found,1976,35.41667,-117.91667
23163,santa_clara,63000,found,1976,24.46667,-103.35
23470,seagraves_(b),4600,found,1976,32.91722,-102.5
23491,seminole_(d),1710,found,1976,32.71667,-102.65
23494,seminole_draw_(b),1192.7,found,1976,32.71667,-102.65
24099,udaipur,2000,fell,1976,0,0
24214,wardswell_draw,3000,found,1976,32.90333,-102.925
24282,wimberley,7800,found,1976,29.96667,-98.11667
30408,zhuanghe,2900,fell,1976,39.66667,122.98333
472,aliskerovo,58400,found,1977,67.88333,167.5
1320,allan_hills_a77004,2230,found,1977,-76.71667,159.66667
1494,allan_hills_a77182,1134.7,found,1977,-76.71667,159.66667
1519,allan_hills_a77208,1733,found,1977,-76.71667,159.66667
1525,allan_hills_a77214,2111,found,1977,-76.71667,159.66667
1527,allan_hills_a77216,1470,found,1977,-76.71667,159.66667
1536,allan_hills_a77225,5878,found,1977,-76.71667,159.66667
1537,allan_hills_a77226,15323,found,1977,-76.71667,159.66667
1541,allan_hills_a77230,2473,found,1977,-76.71667,159.66667
1542,allan_hills_a77231,9270,found,1977,-76.71667,159.66667
1543,allan_hills_a77232,6494.3,found,1977,-76.71667,159.66667
1544,allan_hills_a77233,4087,found,1977,-76.71667,159.66667
1561,allan_hills_a77250,10555,found,1977,-76.71667,159.66667
1568,allan_hills_a77257,1995.7,found,1977,-76.71667,159.66667
1574,allan_hills_a77263,1669,found,1977,-76.71667,159.66667
1580,allan_hills_a77269,1045,found,1977,-76.71667,159.66667
1590,allan_hills_a77280,3226,found,1977,-76.71667,159.66667
1591,allan_hills_a77281,1231,found,1977,-76.71667,159.66667
1592,allan_hills_a77282,4127.1,found,1977,-76.71667,159.66667
1593,allan_hills_a77283,10510,found,1977,-76.71667,159.66667
1598,allan_hills_a77288,1880,found,1977,-76.71667,159.66667
1599,allan_hills_a77289,2186,found,1977,-76.71667,159.66667
1600,allan_hills_a77290,3784,found,1977,-76.71667,159.66667
1604,allan_hills_a77294,1351,found,1977,-76.71667,159.66667
1614,allan_hills_a77305,6444,found,1977,-76.71667,159.66667
2284,alta'ameem,6000,fell,1977,35.27333,44.21556
5090,bo_xian,7500,fell,1977,33.83333,115.83333
5322,changde,1810,fell,1977,29.08333,111.75
5367,circle_back,2268,found,1977,34.02806,-102.68
6635,deán_funes,9260,found,1977,-30.43333,-64.2
10060,ethiudna,74318,found,1977,-32.03333,139.78333
10082,felsted,13500,found,1977,54.99056,9.49194
10175,frankel_city,4700,found,1977,32.33333,-102.745
10840,fuyang,2500,fell,1977,32.9,115.9
10844,gaines_county_park,13700,found,1977,32.83333,-102.73333
12003,iguaracu,1200,fell,1977,-23.2,-51.83333
12039,innisfree,4576,fell,1977,53.415,-111.3375
12073,jaralito,11138,found,1977,26.26583,-103.885
14716,louisville,1300,fell,1977,38.25,-85.75
15493,merweville,6970,found,1977,-32.75833,21.68333
16642,millarville,15636,found,1977,50.79722,-114.30944
16932,nazareth_(e),13100,found,1977,34.58333,-102.05
18904,purgatory_peak_a77006,19068,found,1977,-77.33333,162.3
23505,seth_ward,3800,found,1977,34.26889,-101.64722
24346,xingyang,75500,fell,1977,32.33333,114.31667
30360,ybbsitz,15000,found,1977,47.96,14.89
32771,purmela,4500,found,1977,29.5,-98.05
45977,el_paso_de_aguila,17226,fell,1977,25.37,-97.37
50998,larned,28100,found,1977,38.1995,-99.162
1666,allan_hills_a78050,1045,found,1978,-76.71667,159.66667
1699,allan_hills_a78084,14280,found,1978,-76.71667,159.66667
1727,allan_hills_a78112,2485,found,1978,-76.71667,159.66667
1745,allan_hills_a78130,2733,found,1978,-76.71667,159.66667
1864,allan_hills_a78251,1312,found,1978,-76.71667,159.66667
1865,allan_hills_a78252,2789,found,1978,-76.71667,159.66667
2280,allred,6570,found,1978,33.1,-102.95
4923,bakhardok,4120,found,1978,38.6,58
4970,bates_nunataks_a78002,4301,found,1978,-80.25,153.5
4971,bates_nunataks_a78004,1079,found,1978,-80.25,153.5
5120,bouvante,8300,found,1978,44.92222,5.26778
5131,brainard,138300,found,1978,41.15333,-96.955
5357,chitenay,4000,fell,1978,47.47083,0.97667
5376,claytonville_(b),5136,found,1978,34.34833,-101.65833
6677,derrick_peak_a78001,15200,found,1978,-80.06667,156.38333
6678,derrick_peak_a78002,7188,found,1978,-80.06667,156.38333
6681,derrick_peak_a78005,18600,found,1978,-80.06667,156.38333
6683,derrick_peak_a78007,11800,found,1978,-80.06667,156.38333
6684,derrick_peak_a78008,59400,found,1978,-80.06667,156.38333
6685,derrick_peak_a78009,138100,found,1978,-80.06667,156.38333
6687,derrick_peak_a78011,31800,found,1978,-80.06667,156.38333
6688,derrick_peak_a78012,26000,found,1978,-80.06667,156.38333
6689,derrick_peak_a78013,10600,found,1978,-80.06667,156.38333
6690,derrick_peak_a78014,2250,found,1978,-80.06667,156.38333
6691,derrick_peak_a78015,1260,found,1978,-80.06667,156.38333
10112,florey,110800,found,1978,32.5225,-102.705
10865,gascoyne_junction,10000,found,1978,-24.5,115.18333
12360,kress_(c),5600,found,1978,34.33833,-101.71667
12362,krider,2386,found,1978,34.46667,-103.92167
12761,leikanger,1513,found,1978,61.26667,6.85
16599,meteorite_hills_a78003,1726,found,1978,-79.68333,155.75
16624,meteorite_hills_a78028,20657,found,1978,-79.68333,155.75
17932,novosibirsk,11410,found,1978,55,82.9
17938,nuevo_mercurio,50000,fell,1978,24.3,-102.13333
22457,reckling_peak_a78002,8483,found,1978,-76.26667,159.25
22458,reckling_peak_a78003,1276,found,1978,-76.26667,159.25
24006,tinnie,15300,found,1978,33.38333,-105.25
1891,allan_hills_a79016,1146,found,1979,-76.71667,159.66667
1900,allan_hills_a79025,1208,found,1979,-76.71667,159.66667
5001,belgica_7904,1234,found,1979,-72.58333,31.25
5067,blackwater_draw,1500,found,1979,34.20583,-103.22222
5364,cilimus,1600,fell,1979,-6.95,108.1
5369,clarendon_(a),1964,found,1979,34.905,-100.91333
5447,correo,1400,found,1979,34.95,-107.16667
7714,d'orbigny,16550,found,1979,-37.66667,-61.65
10002,elephant_moraine_a79001,7942,found,1979,-76.29083,157.26667
10003,elephant_moraine_a79002,2843,found,1979,-76.33,157.24278
12074,jartai,20500,fell,1979,39.7,105.8
